AuthorYear;TitleStudy;Location;Continent;Latitude_N;Longitude_E;Altitude_m;StudyYear;SampleId;LandCover;LandType;Vegetation;Climat;AnnualPrecip_Volume_mm;MethodLitterfall;MethodThroughfall;AnnualThroughfall_Volume_mm;Tissues;LitterfallHg_MeanConcentration_ngg;LitterfallHg_AnnualMeanFlux_ugm2yr;LitterfallMeHg_MeanConcentration_ngg;LitterfallMeHg_AnnualMeanFlux_ugm2yr;LitterfallBiomass_gm2yr;WVMC_TF_Hg_ngL;TF_AnnualMeanConcentration_Hg_ngL;TF_AnnualMeanConcentration_MeHg_ngL;TF_AnnualMeanFlux_THg_ugm2yr;TF_AnnualMeanFlux_MeHg_ugm2yr;OpenPrecipitation_AnnualMeanConcentration_Hg_ngL;OpenPrecipitation_AnnualMeanFlux_Hg_ugm2yr;OpenPrecipitation_AnnualMeanConcentration_MeHg_ngL;OpenPrecipitation_AnnualMeanFlux_MeHg_ugm2yr;Flag;Flag_precip;DOI
Wang2020;Underestimated Sink of Atmospheric Mercury in a Deglaciated Forest Chronosequence;Mt. Gongga Area Hailuogou National Forest Park- Sichuan- China;Asia;29.62;102.08;3000;2017-2019;Herb;Grassland;Grass;Herb;Dwb;1647;Monthly litterfall samples were collected by 1m×1m nylon nets hanging at 0.3 m above ground at five random locations at each site during September;5 L of water (about 10-35 ng Hg) were collected by a precipitation collector and filtered through cellulose membranes with 0.45-μm pore size. Sept 2017 - Sept 2019;NA;Total;26.342;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;10.1021/acs.est.0c01667
